case,title,N,component,point,rms_error_mm,max_abs_error_mm,x_over_L_at_max_error,local_baseline_rms_mm,baseline_kind,spike_score,fem3d_component_peak_mm,flagged,severity,response
torsion_lagrange,Torsion half-wave - Lagrange,12,uy,center,0.00686106992658,0.00993320258195,0.55,0.0100587776585,adjacent,0.682097781613,0.27754090508,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uy,center,0.00435991692293,0.00618761290415,0.55,0.00520575880823,adjacent,0.837518041757,0.27754090508,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uy,center,0.00355044768989,0.00508598211705,0.55,0.00353419784733,adjacent,1.00459788706,0.27754090508,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uy,center,0.00270847877173,0.00385333378575,0.55,0.0030197787686,adjacent,0.896912979152,0.27754090508,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uy,center,0.00248910984731,0.00357038047125,0.55,0.00242654306731,adjacent,1.02578432703,0.27754090508,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uy,center,0.0021446073629,0.00309295513695,0.55,0.00221601988251,adjacent,0.967774422885,0.27754090508,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uy,center,0.00194292991771,0.00278350807825,0.55,0.00248910984731,previous_3,0.780572187204,0.27754090508,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uy,plus,0.0055819116933,0.00809961019162,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uy,plus,0.00262895211699,0.00371908394245,0.6,0.00372685408886,adjacent,0.705407846485,0.27754090508,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uy,plus,0.00187179648443,0.002708925573,0.55,0.00213065164463,adjacent,0.878508924322,0.27754090508,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uy,plus,0.00163235117227,0.00231253157066,0.6,0.00164568466,adjacent,0.991897908482,0.27754090508,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uy,plus,0.00141957283556,0.00199787113995,0.6,0.00149542279893,adjacent,0.949278583005,0.27754090508,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uy,plus,0.00135849442559,0.00198128656851,0.6,0.0013408264902,adjacent,1.01317689911,0.27754090508,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uy,plus,0.00126208014485,0.00185821523998,0.6,0.00129302174107,adjacent,0.976070320214,0.27754090508,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uy,plus,0.00122754905654,0.00181080933379,0.55,0.00135849442559,previous_3,0.903609932744,0.27754090508,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uy,minus,0.0295374001857,0.0428288215285,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uy,minus,0.0129242548878,0.0186626127865,0.55,0.0189047861172,adjacent,0.683649886737,0.27754090508,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uy,minus,0.00827217204867,0.0118796796674,0.55,0.00984777391581,adjacent,0.8400042608,0.27754090508,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uy,minus,0.00677129294379,0.0096355896853,0.55,0.00674656221089,adjacent,1.00366567922,0.27754090508,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uy,minus,0.00522095237311,0.0073932736648,0.55,0.00582183528981,adjacent,0.896788059643,0.27754090508,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uy,minus,0.00487237763584,0.0069585159158,0.55,0.00472062281781,adjacent,1.03214720258,0.27754090508,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uy,minus,0.00422029326251,0.0060489841647,0.55,0.00435878330631,adjacent,0.968227362071,0.27754090508,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uy,minus,0.00384518897678,0.0054795423188,0.55,0.00487237763584,previous_3,0.789181230228,0.27754090508,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uy,bottom_mid,0.0294615566051,0.0427191281865,0.55,,none,,0.27754090508,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uy,bottom_mid,0.0129476090555,0.0186961701159,0.55,0.0189298021769,adjacent,0.683980156506,0.27754090508,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uy,bottom_mid,0.00839804774859,0.0119714806528,0.55,0.00993061090609,adjacent,0.845672821945,0.27754090508,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uy,bottom_mid,0.00691361275663,0.00989901129826,0.55,0.00689974070513,adjacent,1.0020105178,0.27754090508,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uy,bottom_mid,0.00540143366167,0.00770829063566,0.55,0.00595414172104,adjacent,0.907172505246,0.27754090508,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uy,bottom_mid,0.00499467068545,0.00715735844316,0.55,0.00488761600319,adjacent,1.02190325144,0.27754090508,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uy,bottom_mid,0.00437379834471,0.00631410224706,0.55,0.00449360851243,adjacent,0.973337648932,0.27754090508,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uy,bottom_mid,0.00399254633941,0.00571627001166,0.55,0.00499467068545,previous_3,0.79936127742,0.27754090508,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uz,center,1.25399950133e-05,1.79536753186e-05,0.5,,none,,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uz,center,3.41023493326e-06,5.26741308678e-06,0.75,3.25301246665e-05,adjacent,0.104833134463,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uz,center,5.25202543196e-05,0.000118634330166,0.9,5.23127677164e-06,adjacent,10.039662708,0.0985185989029,True,HIGH,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uz,center,7.05231861002e-06,1.22410323398e-05,0.45,2.98537935233e-05,adjacent,0.236228558508,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uz,center,7.18733272703e-06,1.25488711888e-05,0.15,1.21967224924e-05,adjacent,0.589283943413,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uz,center,1.73411263748e-05,2.47755668167e-05,0.3,6.8186944773e-06,adjacent,2.54317398037,0.0985185989029,True,LOW,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uz,center,6.45005622756e-06,1.22595813415e-05,0.25,1.6494273345e-05,adjacent,0.391048219746,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uz,center,1.56474203152e-05,3.06097886612e-05,0.75,7.18733272703e-06,previous_3,2.17708305842,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uz,plus,0.00998489772703,0.0144833530854,0.55,,none,,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uz,plus,0.00449223664831,0.00646243704233,0.55,0.00649308808387,adjacent,0.691849023189,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uz,plus,0.00300127844071,0.00432897966378,0.55,0.0034538725897,adjacent,0.868960380782,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uz,plus,0.00241550853109,0.0034612346257,0.6,0.00246415450072,adjacent,0.98025855537,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uz,plus,0.00192703056073,0.00272833249645,0.6,0.00209583247158,adjacent,0.919458299675,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uz,plus,0.00177615641208,0.00257145003178,0.6,0.00174775925136,adjacent,1.01624775306,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uz,plus,0.001568487942,0.00230715163302,0.6,0.00162193842416,adjacent,0.967045307412,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uz,plus,0.00146772043624,0.00215893705736,0.6,0.00177615641208,previous_3,0.826346388336,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uz,minus,0.00358780880176,0.00520603795596,0.55,,none,,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uz,minus,0.00153956662909,0.00221997425484,0.55,0.00222474081462,adjacent,0.692020669988,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uz,minus,0.000861672827483,0.00127852200924,0.55,0.00111646792354,adjacent,0.771784669592,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uz,minus,0.000693369218002,0.000989049972053,0.6,0.000670003474011,adjacent,1.03487406394,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uz,minus,0.000478334120539,0.000661883682303,0.6,0.000603650443865,adjacent,0.792402499493,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uz,minus,0.000513931669727,0.000771727283093,0.6,0.000424810801254,adjacent,1.20978955387,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uz,minus,0.000371287481969,0.000520983855032,0.75,0.000422291341655,adjacent,0.879221156924,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uz,minus,0.000330651013583,0.000540543167501,0.65,0.000478334120539,previous_3,0.691255336774,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N25/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,8,uz,bottom_mid,1.9365081185e-05,2.7926559032e-05,0.55,,none,,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N08/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,12,uz,bottom_mid,6.9124843005e-06,9.55328660595e-06,0.6,3.52312569937e-05,adjacent,0.196203169865,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N12/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,16,uz,bottom_mid,5.10974328024e-05,8.48750259751e-05,0.6,8.83904966237e-06,adjacent,5.78087404803,0.0985185989029,True,MEDIUM,../output/torsion_halfwave_lagrange_N16/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,18,uz,bottom_mid,1.07656150242e-05,2.29169112438e-05,0.1,3.83130623972e-05,adjacent,0.280990720936,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N18/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,21,uz,bottom_mid,2.55286919919e-05,4.69268781119e-05,0.6,1.30439250956e-05,adjacent,1.95713267325,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N21/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,22,uz,bottom_mid,1.53222351669e-05,2.97788893283e-05,0.2,2.50587015606e-05,adjacent,0.611453675277,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N22/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,24,uz,bottom_mid,2.45887111292e-05,4.94988378313e-05,0.2,2.1980624887e-05,adjacent,1.11865387156,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N24/response.txt
torsion_lagrange,Torsion half-wave - Lagrange,25,uz,bottom_mid,2.86390146071e-05,5.49250800665e-05,0.05,2.45887111292e-05,previous_3,1.16472207333,0.0985185989029,False,,../output/torsion_halfwave_lagrange_N25/response.txt
